API_Gravity,GOR,Color,Crude_Type
12.542334011440946,1818.677461343247,medium,heavy
22.439292868626488,1917.0980334371154,light,heavy
23.007332881069882,1201.1022668748046,medium,medium
39.18424713352256,1420.1170838160615,medium,medium
35.502298854208526,750.5509191381128,medium,heavy
45.48850970305306,1986.7529392054648,dark,light
28.888597006477973,847.5075520751651,light,heavy
14.783769837532068,1914.0976612026884,dark,heavy
38.5297914889198,1474.4699734885526,medium,medium
40.4314019446759,1411.6051923182886,dark,heavy
32.45108790277985,1269.0327665247628,medium,medium
40.83868719818244,846.0047175766381,dark,heavy
29.75182385457563,764.7920480082623,medium,heavy
30.909313175279763,830.7293136052631,dark,heavy
27.101640734341984,779.6573932163817,dark,heavy
11.016765069763807,1669.37671035013,dark,heavy
14.315657079732178,1025.1878887500952,light,heavy
11.25716742746937,586.7640148450946,dark,heavy
35.45641645055122,1953.653945211217,light,heavy
22.574239243053068,1825.6788274451385,medium,heavy
30.342827646588113,1891.6284247928195,dark,heavy
46.30265895704372,1992.361733969653,medium,light
19.971689165955,760.8428738292309,medium,heavy
26.415316921425188,1094.3630283539883,dark,medium
40.22204554172195,1637.357713556137,light,light
19.1519266196649,1544.0309270806883,dark,heavy
13.079196393151719,730.8438595097825,medium,heavy
21.590058116550722,1723.7496874859266,medium,heavy
16.448851490160177,836.660857754991,dark,heavy
47.18790609370292,835.7264222339346,light,heavy
42.32481518257668,1305.4616343401203,light,heavy
35.33615026041694,1389.4099022625546,medium,medium
44.85842360750871,1370.1293117567168,medium,heavy
42.14688307596458,637.2302560966323,light,heavy
17.462802355441433,1816.1912939455706,dark,heavy
45.70235993959911,898.4000638830591,medium,heavy
31.573689676626028,694.2723819242062,light,heavy
42.2976062065625,1833.1221198034657,medium,light
45.84365199693973,1933.47724734463,dark,light
22.720138998874553,1793.191425898176,light,heavy
14.40207698110707,1714.274112087317,medium,heavy
19.117406501677667,1482.8629709585325,dark,heavy
27.08431154505025,1326.2860559137089,medium,medium
42.72059063689972,630.4801398671152,dark,heavy
44.429223330253734,1112.679819606048,dark,heavy
10.278085221247629,1059.032775518471,light,heavy
30.42989210310263,889.6306756404892,dark,heavy
26.69644012595116,1585.1301705328774,medium,heavy
18.88431241882921,1243.8136026181562,dark,heavy
14.794614693347313,621.569323861472,dark,heavy
23.504606856145116,830.274802924717,light,heavy
47.71638815650077,1524.888145489394,dark,light
22.928117280830207,614.1962892354503,dark,heavy
30.751624869734645,1776.810371073153,medium,heavy
38.12075835580711,1242.7197905209614,light,medium
24.54518409517176,1220.8798659899721,light,medium
48.87128330883843,1388.6116769892765,light,heavy
48.497891797684446,1737.0214488877239,dark,light
20.071291833014566,1021.7138118532896,light,medium
29.88994023569542,1517.0242288385953,dark,heavy
22.035132392670786,1348.5979459936866,dark,medium
21.393619775098706,900.5424052541321,medium,heavy
11.475477894181312,1817.944979532737,medium,heavy
34.382573359195874,1696.1390324103922,medium,heavy
30.10716092915446,1487.6777519876382,medium,medium
12.059150049999573,1775.8725936413628,medium,heavy
21.14585856946446,1800.9413014397035,dark,heavy
46.33063543866615,1562.5444650725522,dark,light
19.582475626678896,1755.519992545508,light,heavy
15.795794883648924,1546.2071925039254,dark,heavy
29.57811041110252,1520.2111576404507,dark,heavy
49.42601816442403,1427.9170673227763,medium,heavy
19.682210860460017,1629.074959336462,dark,heavy
36.885421896235144,737.9076579396105,medium,heavy
40.4647846131487,1821.3061387983926,light,light
19.50550175969599,1807.7652916178479,light,heavy
39.12865394447438,543.8709245518387,dark,heavy
24.711325308770128,1738.725125847144,light,heavy
35.29223322374318,693.3048012101679,dark,heavy
35.34118843043579,1002.6782813887128,light,medium
31.43098736299034,1615.2623844374116,medium,heavy
13.611590802176332,741.1398440724623,medium,heavy
43.41209982356952,1726.9505361785932,medium,light
22.83120259886943,1748.201266936613,medium,heavy
17.46074041599417,1261.2016006412543,dark,heavy
11.631005662190557,509.5788075752504,light,heavy
33.63571772752967,930.5571997623692,dark,heavy
37.1025744736913,1425.3903775636134,medium,medium
10.663513157114245,1971.7792670411352,dark,heavy
30.48372233197124,1447.7202905250026,light,medium
19.059831007917516,889.7053715962397,dark,heavy
35.806911616377995,1451.008554649417,light,medium
16.97465716019966,1309.9780695737832,dark,heavy
37.63750952409864,1669.7680927267154,light,heavy
25.469413852021496,660.4709582404377,light,heavy
47.46919954946938,1641.541853753042,medium,light
15.50083776583973,1311.8998680141653,light,heavy
23.642654042010342,1944.488005788492,medium,heavy
14.538940849623563,1012.8082490580291,medium,heavy
46.98774473114251,1448.9328397009222,medium,heavy
45.09357413523924,1898.0421582650263,dark,light
20.317665108606224,653.7645919860189,dark,heavy
36.39936184136716,1905.8427308546768,dark,heavy
42.688888008048636,1531.82858345122,dark,light
32.2080324639785,601.7555886577578,light,heavy
31.18602313424026,951.4453504202244,light,heavy
19.67409163601807,1562.2581329679224,dark,heavy
13.72411071223597,601.0259022031576,light,heavy
45.88863031813307,1373.25569026441,light,heavy
46.016722286533216,1018.824585429435,medium,heavy
35.32405829093072,1431.3732766512157,medium,medium
23.561191641948028,568.6130507187693,medium,heavy
23.968382984506434,1807.3052092285643,medium,heavy
39.038227154809576,1960.2334537660954,light,heavy
45.884410398103086,1953.3167829285371,dark,light
45.48345697060469,1624.477747614387,light,light
41.19502183430495,695.1293601959479,light,heavy
35.68126584617151,1637.394793893534,light,heavy
13.365598599801952,536.8803746882022,medium,heavy
16.465148563784552,533.1853272934959,medium,heavy
45.94216754108317,985.4153287243118,medium,heavy
34.2571623863836,1232.9647856069987,dark,medium
10.367882064665185,1655.6111267116898,light,heavy
14.058861714641285,1524.9430649097578,dark,heavy
36.54007076432223,1168.8540595651225,medium,medium
10.202463353848747,910.4399994224989,dark,heavy
16.432322056699945,1995.6867502365667,light,heavy
31.949351574663446,1139.2719533539594,light,medium
37.67580790770773,1177.0805364945131,medium,medium
36.07845038010402,745.4357317875038,medium,heavy
18.970772378422392,1692.214323124894,dark,heavy
38.48716885390144,1540.523338672233,medium,heavy
19.489963499872005,831.1544191831406,medium,heavy
23.01598792637071,623.571568423764,light,heavy
39.85965620472096,1520.7489531120696,medium,heavy
35.98531596188859,1481.7668214217028,medium,medium
43.96893641976712,909.889290497314,light,heavy
36.30451569201374,1926.2953433756156,light,heavy
32.73234413341886,726.5868376713504,dark,heavy
13.746990713123699,1148.5022015639029,medium,heavy
24.70863212237734,1915.4238802513983,light,heavy
20.608094707269018,1129.5909753891833,dark,medium
19.75958573516334,1457.7889214961283,dark,heavy
48.920422190097824,1096.3915969441914,medium,heavy
25.723908986670416,911.3228035230051,medium,heavy
45.681862207084535,1975.9664719397424,dark,light
35.245545039890516,1114.0010094725644,light,medium
41.79245214166593,1841.1488055187017,dark,light
30.105483724207684,844.9319088366292,medium,heavy
33.07615538505436,819.6570560376249,light,heavy
29.700707752754557,546.7011243267671,light,heavy
17.80971951192178,1477.5002380638275,dark,heavy
38.89808461046022,1052.7895155856418,medium,medium
21.23089449763423,1796.5373747594556,dark,heavy
10.972638657258154,1209.8148600373356,dark,heavy
35.81889183628671,1952.2901418720826,dark,heavy
17.084427176281956,778.2882735546817,light,heavy
47.61834337411657,1802.9347519334162,light,light
48.157143080103495,1664.8952791876127,medium,light
46.59457560881794,1656.382766966078,medium,light
24.806348010217775,1767.1748421753316,dark,heavy
10.618264661154697,1641.5359864144984,dark,heavy
47.132742503509014,1439.3304824471231,dark,heavy
27.127365932692573,696.8673165235814,medium,heavy
48.666192761746785,548.7892692368779,light,heavy
48.54479908357011,1881.2717717235303,light,light
44.120378218694405,1424.975471781107,dark,heavy
21.77795568278343,1694.8059364642645,dark,heavy
25.403909144077012,1222.283527268825,dark,medium
44.045466860674274,675.9622834435918,dark,heavy
22.676880206251106,687.7786883038257,medium,heavy
16.7797098674437,1528.347930843457,light,heavy
32.27205049833401,1145.4588423491941,dark,medium
47.44619096643124,800.7870900505051,medium,heavy
37.84119186699892,1237.3918201121553,dark,medium
32.8024468035746,596.3134056127011,dark,heavy
13.88705975083074,1372.9571028715982,light,heavy
34.60028906796679,903.4901066526465,dark,heavy
49.60215400417053,1696.3386509557822,light,light
15.60336060946096,965.5429383853607,light,heavy
30.73318609454947,1182.8302236227019,light,medium
45.094922877118215,517.4308098621509,medium,heavy
39.63074471016817,608.6703316918383,medium,heavy
37.88062963981072,1088.7403346100273,light,medium
38.09936335948437,1219.9082520756851,dark,medium
24.379646048790207,1400.0308221789555,light,medium
21.743673770579733,937.4938680639548,dark,heavy
42.374446219140545,1542.4728291898139,light,light
42.404535787167234,1790.1835957838068,dark,light
44.68289274320415,1669.7764833400247,medium,light
46.529622102258855,559.4282380225358,dark,heavy
30.453695954437514,1220.7604208867433,light,medium
30.060651787487984,657.3952676272623,medium,heavy
41.931807158671006,863.0675237937912,dark,heavy
35.99855723111061,1979.9938899007198,dark,heavy
38.07867509030814,713.7433143522699,dark,heavy
41.83170677744404,1248.332230177034,dark,heavy
45.60021367270265,1427.2336014771786,dark,heavy
23.51980627406143,1553.697455816156,medium,heavy
25.02331810559776,1339.4730252303711,medium,medium
13.75927759363476,514.6562711287755,medium,heavy
33.13120563984696,989.6919623659878,medium,heavy
11.437690951869683,1276.567465077067,light,heavy
28.623920725298404,631.79974871725,medium,heavy
31.705785388303063,1025.9403968137713,dark,medium
21.461650085131375,549.8046631870499,dark,heavy
33.63333042276043,617.8677457325311,medium,heavy
11.220009997561977,1095.384914302394,dark,heavy
11.493927549968577,699.0736310645905,medium,heavy
42.904022426386334,1351.3112723923373,dark,heavy
24.407625656450517,1534.1974537058986,light,heavy
15.08242050607539,1700.8800486636244,light,heavy
30.889730402192175,800.2253663672152,medium,heavy
40.799742123944434,751.2238733886046,medium,heavy
18.632841099873726,656.8517605016004,medium,heavy
34.915619032760006,1454.645374315455,dark,medium
13.41389859975072,1559.7135897303517,medium,heavy
12.067268846744309,547.3792172384631,light,heavy
31.25418526272592,1904.3183693655346,dark,heavy
31.62540486440426,577.9569254772086,medium,heavy
35.497196059928264,1311.9445029516057,dark,medium
39.04365334890646,1563.5907791763746,dark,heavy
49.03408317850138,1806.4536856191285,medium,light
30.65201393204781,1571.1303981986416,dark,heavy
22.918258917649837,1702.5921246046878,light,heavy
41.80744779074814,1009.1752888142091,light,heavy
20.83329005048297,1722.2376706197683,dark,heavy
27.558856828225444,620.1722695770127,medium,heavy
13.138255253690637,1842.2249840907914,dark,heavy
11.014029736618301,1321.3885642306045,light,heavy
48.505936587117006,1725.9466549437407,dark,light
43.439204820488236,1178.47742677745,dark,heavy
37.83896824374792,1465.3665427947876,light,medium
26.358117776570793,1289.6039914041698,dark,medium
16.93177280283383,1597.3842826329978,dark,heavy
16.257481706843443,622.4449730458844,medium,heavy
20.009715926583812,590.5281259858457,medium,heavy
31.969066588244818,870.6548510152197,light,heavy
38.583836908002496,739.3170201697825,light,heavy
36.40789506870925,1807.6753498883024,light,heavy
21.197355877837715,828.8209810370665,medium,heavy
48.19461122652776,1963.797883728697,light,light
39.51587666783074,1005.3436876566602,light,medium
32.17416210045603,773.1768735330489,light,heavy
34.46882984937409,1684.5477607137186,medium,heavy
26.784002497111597,1488.0616632513143,dark,medium
19.909239580046297,1247.2935746797084,light,heavy
24.238907146050465,1333.0453264064467,dark,medium
40.31384441857476,1578.8026674083958,light,light
10.575739545190235,842.6821119969482,dark,heavy
14.64290562027665,1994.5008740851129,medium,heavy
11.84010568087011,1962.1897432201747,medium,heavy
11.629152092758805,1475.4885295204053,light,heavy
44.21842336044029,799.3136763937177,dark,heavy
38.146314375200944,1520.342363646937,medium,heavy
28.96695316349301,608.2976134687638,light,heavy
13.91336642604006,545.9787533087091,light,heavy
29.664635004673293,886.5243327668205,medium,heavy
28.938870831222626,1193.9344351089744,medium,medium
16.928074796400608,1802.4087581125707,light,heavy
27.35406596951892,1590.753604649462,dark,heavy
25.94018937589494,1614.0597817999715,dark,heavy
34.63400392208866,1138.240001672113,dark,medium
35.40374603470575,1018.9024888204443,light,medium
11.81216039088178,1056.558144476904,medium,heavy
24.98450458505885,1981.4743456040867,light,heavy
35.03439662856945,560.1637871187237,medium,heavy
30.125450343203507,1800.5472441836728,dark,heavy
44.25959364753289,1368.0131128585901,dark,heavy
36.347745264757805,1157.9231287843857,medium,medium
16.517377083257188,1587.8864906227047,medium,heavy
12.822749896017193,1230.0034121370543,light,heavy
35.69677112825262,1810.1348571224908,dark,heavy
11.060452421664873,1851.0527960168877,light,heavy
33.43102325093853,1132.581390310183,light,medium
47.6092096569983,915.2416958525773,light,heavy
33.01896711503516,1388.5254928900433,dark,medium
25.526797048260875,1868.5450184250365,light,heavy
35.73152873769413,815.9932835084999,light,heavy
28.330115619660667,1434.4498753452242,light,medium
31.8246715726374,1447.3403301387807,light,medium
47.658592351061,1599.6695336229216,light,light
25.44410551203097,697.3515276908897,light,heavy
48.44762255295657,1573.7374470231327,dark,light
46.21402567824255,1863.5487809984616,light,light
17.831645391571858,769.524663305363,medium,heavy
12.774452035006618,856.3149873858165,light,heavy
14.031120055097066,1957.0926410624593,light,heavy
10.72887302606199,771.4654290642346,dark,heavy
13.777718430237137,1781.5776400543687,dark,heavy
37.320270936654275,1238.416784672052,medium,medium
12.847545938409159,870.8466116047655,medium,heavy
22.75902521175045,1806.1248519087671,dark,heavy
43.79501243877818,1167.9578825039982,dark,heavy
10.930877429433036,1272.2260308945351,light,heavy
42.578739303557434,1038.8500540996486,dark,heavy
21.274190990936,1389.426277152391,medium,medium
14.72659310486625,745.2858088775341,light,heavy
37.86948661456603,1086.622304977641,medium,medium
35.157713871195355,1954.1184835029312,light,heavy
45.09888054108212,887.2001490516914,dark,heavy
39.40284175215543,1485.1049968119382,medium,medium
42.13923721539394,987.7850963370423,light,heavy
21.281382902852258,1660.209688529901,light,heavy
17.097581751188912,696.3104910775247,dark,heavy
40.024590065634335,1954.731567617817,dark,light
42.27338957069056,1180.6843120754588,dark,heavy
49.620205680026935,854.075695019696,medium,heavy
26.50470707645706,610.245120995019,light,heavy
24.880723431711328,754.6368576313112,dark,heavy
41.05651842967987,1279.6609228340265,medium,heavy
23.632141610120712,1005.5047646469295,medium,medium
47.23029302414259,1743.3250488239141,medium,light
44.336510073720476,1146.331285492709,dark,heavy
27.159761095000732,873.0714088814449,dark,heavy
40.03484271165989,1425.7174799060451,light,heavy
40.18171496338729,1560.1658253281687,light,light
14.124954753437304,750.5628618514248,dark,heavy
46.102116267182666,751.4288244324765,medium,heavy
30.210094897914285,555.0071404003145,medium,heavy
43.058298644309666,1604.6030225984607,medium,light
22.801984041224472,1495.7067914327076,light,medium
45.82092913984802,1211.946313624721,medium,heavy
25.568067149366524,1766.2556734537957,light,heavy
10.433506059211934,1708.5052294250797,light,heavy
46.21527905677055,1378.0315465951282,medium,heavy
13.651467071445342,1802.4069207698878,medium,heavy
22.772545503616595,808.7618150551524,dark,heavy
48.0024786820322,667.8794290965918,dark,heavy
48.024285877502244,904.6244172754843,medium,heavy
32.93751552493144,585.6302841339723,light,heavy
35.27348848679197,1296.754292001548,light,medium
27.93782087913279,1904.9085384424423,light,heavy
21.728430867922583,559.0153110027645,light,heavy
23.14658181479664,683.1648710150403,light,heavy
36.900738243081534,1178.2985424251528,dark,medium
40.0949811775072,1900.8125262918575,medium,light
41.66316174903394,974.2341574651257,dark,heavy
41.584725711782156,1260.8522130325887,light,heavy
13.648244121947615,562.3592885755882,light,heavy
29.776812188103257,722.5148014431333,light,heavy
12.302350400665771,1979.9451844382704,light,heavy
31.98115529294942,1947.6780446540683,medium,heavy
27.66122005493508,507.4099714016144,light,heavy
45.50816731033199,1927.7176781348585,medium,light
24.036600502083147,1458.6799067232505,light,medium
14.682680657104235,1801.8774417800332,medium,heavy
15.719667282113434,1182.1097834507887,dark,heavy
40.46042526869889,1273.3940428688752,light,heavy
34.728722532650444,1233.2698703853803,medium,medium
14.04490704491161,1500.2963863191567,dark,heavy
13.364272244599897,709.4768821344694,light,heavy
38.0387652583648,544.9603848090169,light,heavy
12.910520254567741,961.8949123867864,light,heavy
42.87440237161425,1557.02114410497,medium,light
38.24968908625985,802.7801781844225,medium,heavy
13.25395122567599,1510.1486499873758,dark,heavy
13.393508563407677,1954.8680691609056,medium,heavy
49.465583140047016,640.8510736841276,medium,heavy
24.970831830244812,1508.9031773376894,light,heavy
24.825685882675636,1165.6253289568567,light,medium
42.5119826903001,1802.213381566258,light,light
47.88994309535435,765.7246841710789,light,heavy
49.44004255291483,1538.9389283392468,light,light
40.13512741035767,1757.1729344721653,light,light
25.05038342123663,1916.9213292110348,light,heavy
13.34002866794675,1524.8720424344688,dark,heavy
41.08587663709747,1245.762146012641,dark,heavy
32.3361699894322,1426.770860301821,dark,medium
26.968880369879052,1803.3574767180774,dark,heavy
46.25417540378944,1355.9146199582447,light,heavy
14.447899292246053,545.5805895452553,dark,heavy
29.705004171634364,1896.4230432604668,light,heavy
10.454145790696764,1534.2901265473417,dark,heavy
28.74642567976505,1514.7700786658697,medium,heavy
12.252131027273494,823.5127285965757,dark,heavy
14.752716650722878,1488.3282053489856,dark,heavy
14.701049871084194,1090.7966084812379,light,heavy
35.968412084642544,1476.849465562238,dark,medium
39.84179517061693,659.889545461986,medium,heavy
33.334750603886384,1486.767956904554,light,medium
48.486901938981674,1999.1205886559999,light,light
24.994823180948163,572.3180582908341,dark,heavy
21.42848345127443,1965.761276331976,light,heavy
44.74396512757841,1110.361941084306,light,heavy
18.943833540778105,1806.1301755058887,light,heavy
48.52890157762445,1673.5782260874103,light,light
10.486178987592654,1350.5243914800017,light,heavy
48.79515306830556,1607.6738138769897,light,light
11.726396478023045,1817.7733419520218,medium,heavy
45.645724547922846,1106.2104824765495,dark,heavy
31.108044363451995,990.549742344858,medium,heavy
49.718591844772014,1501.390078345377,light,light
12.951862589415954,1711.7689129118878,light,heavy
32.15417137605283,1643.4277021649236,dark,heavy
48.77210142476396,1696.7204732879518,medium,light
30.923913766805953,1153.3749722193995,dark,medium
35.1759455254105,1726.7513242625323,medium,heavy
37.829947559384685,680.3135830559127,light,heavy
28.18164259071093,1316.7336469412744,dark,medium
35.10232320336254,508.63799074718236,dark,heavy
33.372572476924006,986.8787448504054,light,heavy
46.04632041963956,1049.6923023070967,dark,heavy
11.817855213658316,1094.259037413883,medium,heavy
21.238527583689212,1543.2008100347932,medium,heavy
48.01645936306235,1082.8371519055186,medium,heavy
45.61055135563665,1173.040433933796,medium,heavy
28.22627011142852,856.3161963114912,light,heavy
34.80530391206147,1059.87768744401,dark,medium
21.095247319245306,840.9044408947273,medium,heavy
17.52484638895045,609.7938856526655,light,heavy
28.547936197599284,1405.1728900720668,dark,medium
24.134089121042113,1502.3191978325244,dark,heavy
33.34624447403488,1429.2355190144217,light,medium
13.109385478599393,1195.2410657008586,light,heavy
48.97579230664666,1069.6786702688446,medium,heavy
49.44842977918412,1795.0004743577379,dark,light
37.92646856078981,1278.622677704327,dark,medium
31.443854653764816,1218.7728164445964,light,medium
22.38110465145311,538.4630987096535,dark,heavy
42.551800788277944,1011.8717414392345,medium,heavy
37.38924690215517,1070.2934281787857,dark,medium
16.504677573795654,1098.2341713453507,light,heavy
46.4370873797537,1370.2585538409985,light,heavy
42.90148971692676,1300.4038200903178,medium,heavy
47.99199653167696,1411.857639190167,medium,heavy
39.0287803355344,1647.3248923131923,dark,heavy
34.536607837431596,1719.4786080741403,dark,heavy
26.729721451624755,1577.1846143397415,light,heavy
47.309139334160534,1933.285543932402,medium,light
44.642555580016335,527.3488740145424,medium,heavy
11.808746804247576,793.6669785253191,medium,heavy
11.054678979890081,511.3443124672132,dark,heavy
25.058534675121983,1471.2120712319045,medium,medium
42.422133231273314,1847.0458234249804,light,light
49.49104517259778,865.223444864449,light,heavy
16.016675644141127,1890.55181719446,dark,heavy
33.7652286140854,590.4010854343413,dark,heavy
25.23563426524086,1901.6540402082715,medium,heavy
48.79657591258413,1027.4340308594515,dark,heavy
43.684756925428346,652.1312426738248,light,heavy
43.533148188445516,1228.8076387794886,medium,heavy
28.74772639179881,885.1648515807619,light,heavy
26.592780093506608,927.3093529428843,medium,heavy
20.93628287722825,960.9349473894299,dark,heavy
12.255019866037085,1704.5388467489952,medium,heavy
44.588895050202126,1308.7419150128817,medium,heavy
42.516040365203104,966.9615487340054,light,heavy
49.98870693144522,1415.5006749663776,light,heavy
49.86547348295622,1574.2260113347904,medium,light
32.2172682241051,908.9360011003007,dark,heavy
40.75949660722042,1120.3236522880272,dark,heavy
47.79062919529712,682.8291400054213,light,heavy
43.98589562709646,771.7240243020206,dark,heavy
19.893924069727905,1521.676780947474,light,heavy
28.02176541240374,772.1575215434405,dark,heavy
15.1663766060598,1287.7450755005902,medium,heavy
48.16204109034889,1563.569392583649,light,light
34.246985378035205,660.3153846421158,light,heavy
19.14571222013851,1350.9683294433553,medium,heavy
36.86802737623427,884.8441755520457,light,heavy
34.72512961831583,1944.3903128563697,dark,heavy
24.32650872131362,1225.318470079887,dark,medium
14.54230368798516,1708.9888246627372,light,heavy
36.862927823711985,1325.3398132343928,dark,medium
30.812308036151734,565.1187992822288,light,heavy
40.892735669425576,1449.7270633910334,medium,heavy
30.806540044479735,1927.1050133099855,light,heavy
44.0872600127416,1402.4177302194967,medium,heavy
32.07627355097942,1728.7832891401854,dark,heavy
32.437518861415455,1826.3096950226118,medium,heavy
45.0661441063338,842.1196579233988,dark,heavy
26.139314648495883,818.06725986234,light,heavy
15.36060913802563,1416.4714832764876,dark,heavy
11.151307052533559,1116.542704710057,light,heavy
40.20549022694476,1759.7919543000805,light,light
34.81238205413859,1850.0346850970168,medium,heavy
38.16319072396894,1030.132068954077,medium,medium
18.51856646035643,855.3058384617232,medium,heavy
15.45485902347079,1670.7882728657928,medium,heavy
10.581786626715278,912.2090533222042,dark,heavy
24.02350235226388,1733.9214777705176,dark,heavy
33.59670747418532,1135.607380473144,dark,medium
25.689761803989292,1501.3248489372058,light,heavy
27.498996880949164,643.3029707520022,dark,heavy
46.166347779749934,1435.7889870148597,dark,heavy
23.930218680932015,1177.6515181058437,dark,medium
30.559579566392433,1379.9126947632112,medium,medium
41.34612050964572,752.0213116172952,dark,heavy
25.861711292850806,1605.310617416273,light,heavy
34.883468009114935,1794.1956163148427,medium,heavy
44.49454834986981,825.1097001361635,light,heavy
47.98082494630569,643.5718332802426,dark,heavy
15.882939237161517,535.4578790695045,medium,heavy
47.06350500645978,1462.957250664899,light,heavy
29.684651723181528,1410.641054133171,dark,medium
20.329775531958333,1320.046119071105,light,medium
28.36543024953045,847.9206441739632,light,heavy
49.201303011419085,1086.358993858272,light,heavy
29.704723759714785,1391.7145027792594,dark,medium
23.150064411500328,1245.150288288754,dark,medium
35.33603417266903,1981.678280322331,light,heavy
19.605824751127724,704.6596288350997,medium,heavy
13.034533124346556,1542.7168310713907,medium,heavy
15.155188876425969,1106.4781521564382,dark,heavy
15.121833558310897,1142.299422388422,dark,heavy
16.076107740491775,1576.3966484872644,dark,heavy
15.553086905976405,1538.6542269865545,dark,heavy
35.634989792128586,1986.8839905532825,dark,heavy
17.275203375965795,692.5914341811879,medium,heavy
23.82669133295453,656.1644740762495,dark,heavy
45.87153639624047,1586.5082256931116,light,light
28.958465610514892,1367.5803755096135,light,medium
36.702309540841085,911.2409998397088,medium,heavy
16.892794848065193,619.1290534834799,light,heavy
17.69156075234683,628.4873743946458,medium,heavy
11.634744650659155,1841.2863119961773,medium,heavy
16.757402522886583,787.8009870781143,light,heavy
21.143613561278343,985.0573431732812,dark,heavy
17.080419371069873,839.984603340482,light,heavy
13.548101350282224,1032.4944587479058,light,heavy
14.825434844024032,604.13576411914,medium,heavy
28.43115072130903,1278.5896863624057,light,medium
18.2533487362317,601.4188453883223,medium,heavy
24.57079444192302,1700.5347617335424,dark,heavy
30.136690834194276,850.5681228656495,dark,heavy
37.615793145174614,1310.0178719067658,dark,medium
11.572485593643957,1820.1186313421874,light,heavy
41.976415956361706,1476.3160535707912,medium,heavy
